"Location Code","Company","Address Line 1","Added By","Note Date","Note Time","Note"
"115819","CAKOR RESTAURANT","632 E 186TH ST BRONX 10458","ROD. MARIO","08/25/2022","07:56:25","Service: PEST ELIM MAINT Service katchall and we’re good. Advion gel for roaches in kitchen areas, sinks, dishwasher, prep area, behind bar areas. Replaced all liberty glue boreds in basement area, storage area, prep area, boiler area, wine room. Niban for roaches in kitchen area, storage room area, boiler area, behind refrigerator. Eco-pco for roaches in storage area, behind stoves. Spot treatment transport in baseboard entrance, dining, bar area, basement area, boiler area, pizza oven area, kitchen, bathroom’s, prep area, storage, dishwasher area, wine room area. Updated (DOH) LOG SHEET IPM,"
"130223","KAFF KAFE","5320 16th Ave Brooklyn 11204","LUPOI F.","08/25/2022","07:58:28","Service: PEST ELIM MAINT Checked and rebaited all lps sprayed throughout perimeter of dining and kitchen and basement bathrooms"
"129716","BIG BOY'S PIZZA","8 S Main St Marlboro 07746","FORD J.","08/25/2022","07:59:01","Service: PEST ELIM MAINT Inspected and treated the kitchen, dining room, bathroom,front counter,storage area,utility room and common areas. Sprayed BandG transport and nyguard plus gel bait in cracks and crevices. Changed bait and glue boards. Checked all bait stations. No droppings found. Changed the fly light board. Signed the doh form."
"129412","El Rincon De Venessa Peruvian","28 Cianci St Paterson 07501","WILLIAMS C","08/25/2022","08:05:40","Service: PEST ELIM MAINT Full inspection kitchen bathroom storage room dining room boiler room and all common areas IPM, Duster, Cracks Crevices, First Strike Soft Bait, installed 6 Glue boards, 2 Fly magnet, Installed 4 Snap Traps Set Traps and Monitors Sign Doh Form    Build but trash garbage in the Restaurant  That’s Causing lots of flies  Knock down flies in the bathroom"
"123206","C-TOWN","3118 24th Ave Astoria 11102","FERNANDEZ","08/25/2022","08:09:08","Service: PEST ELIM MAINT Sprayed basement kitchen and store perimeter checked traps put down glue boards signed doh"
"128112","NO STRINGS ATTACHED","135 N 5th St Ste B Brooklyn 11249","GHEIDA J.","08/25/2022","08:10:18","Service: PEST ELIM MAINT General roach and rodent service sprayed perimeter drains bathrooms kitchen and prep areas checked all equipment katchal under the bar wasn’t there couldn’t find it. Sprayed bar area and heavily sprayed kitchen as well as changed glue boards left a bunch also. Didn’t see as many water bugs as before but did see German roaches."
"130476","PEPE ROSSO","168 Sullivan St New York 10012","LORA R.","08/25/2022","08:16:37","Service: PEST ELIM MAINT Service Spot Treatment Dinning Area Front and back, Bathrooms, Kitchen Area, Prep Area, coffee/Bar Area, Lounge Area Front and Back, Basement Area, Locker Room, Dishwasher Area, Garbage Area   Changed all Glue Boards replace new ones Down  Utilized advion Roach gel shoes area by Locker area  No current Activity Found  Performed IPM, RnR"
"116033","VEZZO THIN CRUST","178 Lexington Ave New York 10016","PEREZ RICH","08/25/2022","08:17:49","Service: PEST ELIM MAINT Serviced all traps and devices in main floor kitchen area and basement storage areas. Gelled around sinks and counters in kitchen area. Replaced all glue boards on both floors for monitoring purposes as needed. Perimeter spot treatment on all baseboards on main floor kitchen/dining/bathroom/bar areas and basement storage/prep/boiler room/bathroom/office/locker room areas for flies and roaches. Updated doh log as depicted in photos enclosed."
"108695","ERETZ GROUP","101 5TH AVE NEW YORK 10003","MERCEDES J","08/25/2022","08:18:17","Service: PEST ELIM MAINT Treated common areas and checked monitors around perimeter all clean"
"103208","ANETTE ROQUE","66 MOORE ST. BROOKLYN 11206","COWARD A.","08/25/2022","08:20:35","Service: PEST ELIM MAINT What I saw was heavy Norway rat activity outside store Old rodent activity in basement I added new rodenticide I also applied cockroach gel to upstairs foodprep area"
"115463","APPEL SUPRETTE","4507 14th Ave Brooklyn 11219","LUPOI F.","08/25/2022","08:27:27","Service: BLITZ Treated all common areas throughout supermarket and basement checked monitor replaced glue boards sprayed heavy for flies"
"126319","Green Street Salad","67 Irving Ave Brooklyn 11237","MELENDEZ J","08/25/2022","08:33:31","Service: PEST ELIM MAINT Checked monitors and replaced dirty glue boards in basement and treated basement and first floor with transport."
"119510","MATCH POINT","9000 Bay Pkwy Brooklyn 11214","PRICE J.","08/25/2022","08:34:01","Service: PEST ELIM MAINT General pest control service inspect all common areas check rodent control device spray baseboard throughout main floor front desk counter display counter sink coffee machine area bathrooms office storage lower floor lockers bathrooms studio gel cracks and crevices treatment countertops cabinets underneath sink bathrooms glue boards monitor device"
"129254","The Third Brevoort Corp","11 5th Ave New York 10003","MURPHY J.","08/25/2022","08:34:04","Service: PEST ELIM MAINT Serviced traps and devices in the basement, laundry room, multiple storage rooms, bike room, . Serviced apartments on list.  Burrow in front to be treated with burrow rx"
"127213","3RD AVENUE DELI & GROCERY","527 3rd Ave New York 10016","ROSARIO O.","08/25/2022","08:35:39","Service: PEST ELIM MAINT Serviced all rodent control bait station and mechanical monitoring equipment. 2 trapped mice disposed of. Refreshed glue traps as needed. Installed additional snap traps throughout the front counter and basement areas. Spray treated front counter and bathroom. Need to remove clutter inside the basement in order to control rodent activity."
"104103","Afro American  Parents Education &","108-17 159TH ST JAMAICA 11433","RICHARDS J","08/25/2022","08:39:00","Time conflict , was at a clean out/ delicate acct for 2 hrs . Was after 5pm"
"123695","ROBERT FROM VICTORY FOOD SERVICES","1139 86th St Brooklyn 11228","BAEZ MALIK","08/25/2022","08:42:10","Spoke with rob says he told ian he wont be around today"
"128526","SERAFINA MEATPACKING","7 9th Ave New York 10014","MOCK CHINO","08/25/2022","08:43:58","Service: PEST ELIM MAINT Service traps kecthall and caught two mice bar area. Inspected monitor devices LP’S, RTU, tincats and were good. Replace liberty glue board in tincats. Dusted tracking powder and seal with copper mesh void 2fl behind bench, receptacle gap 2fl behind bench. See photos. Dusted tracking powder in basement stair broken step, void 1fl bathroom. See photo. Nuvan treatment for flies in electrical panel bsmt. Invade bio foam in all drains. Vendetta gel for roaches in basement, kitchen, bar area. Spot treatment suspend in baseboard, basement, bathroom, kitchen, bar, behind, coffee station, dressing area, locker area, prep, pizza oven area, 1fl dining, 2fl dining, 3fl dining. The office has gaps in ceiling wires. See photo. Office is clutter with boxes. See photo. Updated log sheet (Doh) IPM, RNR"
"108092","NEW MILESTONE PRESCHOOL","158-13 72ND AVE FRESH MEADOWS 11365","MERCIUS J.","08/25/2022","08:44:20","Service: PEST ELIM MAINT General service rodent and roaches treated baseboards bathrooms kitchen counter area cabinets closets front desk area boiler room storage room computer room checked rtu and updated doh log"
"131935","LOCO COCO","152 N 4th St Brooklyn 11211","GHEIDA J.","08/25/2022","08:46:24","Service: PEST ELIM MAINT General service sprayed perimeter drains counter areas behind and around all freezers bathrooms signed doh log all good"
"117568","La Lanterna Di Vittorio","129 Macdougal St New York 10012","REPS S.","08/25/2022","08:46:34","Service: EVALUATION Many many voids located throughout entire establishment. (See photos).Establishment is extremely big and has many open areas. Time recommended for rodent proofing is 8 hours. Materials required include mesh, foam, chicken wire, cement, compound, silicone. Also 2 36 inch door sweepers recommended for 2 different doors. (See photos).Would recommend to split up work into 2 days, 4 hours each day. Lots of tight spaces to work in."
"130738","PRECISION PROPERTY MANAGEMENT","1100 Clove Rd Staten Island 10301","KRASHI A.","08/25/2022","08:48:56","Service: PEST ELIM MAINT General Service in all apartments apartments on sign list and common areas, garbage area from outside by garbage cans. Dusted all borrows, refilled lp, sprayed all the perimeter, replaced glue boards, placed gel in cracks and crevices."
"115157","Cubana cafe","272 Smith St Brooklyn 11231","GAMBLE","08/25/2022","08:50:06","Service: PEST ELIM MAINT Checked all equipment and no activity found.Updated all equipment. Treated perimeter of basement. Sides of Steps leading to restaurant. Prep area I underneath ice machine and dry food rack.Bathroom Susan and maintenance closet.Treated main floor of establishment. Underneath all dining and sitting tables. In front of and behind serving bar kitchen and bathroom.Dusted Sign DOH No payment collected no envelope on the counter."
"129714","Slice","12 Us Highway 9 Ste 107 Morganville 07751","FORD J.","08/25/2022","08:52:03","Service: PEST ELIM MAINT Inspected and treated the kitchen,front counter,bathroom, dining room,office,storage room,utility room and common areas. Sprayed BandG transport and nyguard plus gel bait in cracks and crevices. Changed bait and glue boards. Checked all bait stations and ketchalls. No droppings found. Signed the doh form."
"132266","PARADISE 786 GROCERY","2159 Bath Ave Brooklyn 11214","BAEZ MALIK","08/25/2022","08:57:22","Called no answer establishment is closed"
"120349","REZDORA","27 E 20TH ST NEW YORK 10003","PEREZ RICH","08/25/2022","08:58:04","Service: PEST ELIM MAINT Serviced all traps and devices in main floor bar/dining/kitchen areas and basement storage/prep/compact areas. Gelled around sinks and counters in kitchen area. Replaced all glue boards on both floors for monitoring purposes as needed. Perimeter spot treatment on all baseboards on main floor kitchen/dining/bathroom/bar areas and basement storage/prep/office/compact areas for flies and roaches. Updated doh log as depicted in photos enclosed."
"101858","FINE CARE PHARMACY","4723 13TH AVE BROOKLYN 11219","LUPOI F.","08/25/2022","08:59:02","Service: PEST ELIM MAINT Treated entire pharmacy and basement checked monitor replaced glue boards sprayed throughout perimeter"
"132892","CHAMPIONS CHICKEN & PIZZA","457 MAIN STREET ORANGE 07050","ELOUALI H.","08/25/2022","08:59:10","Service: PEST ELIM MAINT Checked all monitors and traps. Changed glue boards. Applied roach gel to cracks and crevices in the kitchen and basement. I sprayed behind counters, under appliances, throughout the kitchen, dining area, bathrooms, and basement. Roach activity is still present in the basement, in the room with the grease trap."
"110201","EATALY","43 WEST 23RD ST NEW YORK 10010","MERCEDES J","08/25/2022","09:00:12","Service: PEST ELIM MAINT Treated common areas and checked monitors around perimeter all clean"
"125265","FANTASTIC LINEN & UNIFORM SUPPLY","375 11th Ave Paterson 07514","WILLIAMS C","08/25/2022","09:01:46","Service: PEST ELIM MAINT Full inspection eating area bathrooms storage laundry room exterior and all common areas IPM B&G, Duster, First Strike Soft Bait, Equipment Service 5  LPS and 1 Kethall , fly treatment Eco Spray. No dropping Found"
"115590","TOV LI SHAWARMA","64-47 108TH ST FOREST HILLS 11375","FERNANDEZ","08/25/2022","09:03:00","Service: PEST ELIM MAINT Sprayed kitchen basement bathrooms checked ketch alls one mouse found and disposed of changed glue boards"
"111951","ZA ZABOROM","3703 MERMAID AVE BROOKLYN 11224","DELBIANCO","08/25/2022","09:03:05","Service: PEST ELIM MAINT Treated common areas.. checked monitors around perimeter..roaches noted/sightings by sink/counter in kitchen and in laundry room."
"124030","Beer Authority","300 W 40th St New York 10018","MIKE_M","08/25/2022","09:04:29","Service: EVALUATION Fruit flies found in hallway. Garbage bins at bottom of stairs and top of stairs.  Mention of mice being seen nightly by stairs in dining room.  Gap in front door.  Fruit flies found in downstairs bar. Organic material collecting under hand wash sink in downstairs bar.  Hole leading into wall by electrical line at end of bar.  Few mouse droppings found in corner in kitchen in front of walk in box. German roaches found in kitchen behind white refrigerator.  Mouse droppings found in bait stations on roof. Mouse droppings found in corner of roof bar.  Recommend treatment of void in front of 40th street side from roof. Recommend treatment of floor on roof. Recommend treatment of elevator pit. Recommend treatment of pillars in dining area by pos. Recommend treatment for flies in hallway and downstairs bar and roof top bar. Recommend fly light for roof top bar."
"113918","THE LEVEE","212 Berry St Brooklyn 11249","GHEIDA J.","08/25/2022","09:05:47","Service: PEST ELIM MAINT General roach and rodent service sprayed perimeter drains bathrooms bar area and basement perimeter checked equipment no activity at this time. Manager says all good for now."
"131746","Warren Peace","77 Warren St New York 10005","KRASHI Z.","08/25/2022","09:06:26","Service: PEST ELIM MAINT Service general. Inspected all monitoring devices LPS, they were good. Inspected all glueboards areas and were good. Spot treatment in kitchen areas, dining rooms, bathrooms, closets, bar area, downstairs prep areas, storage areas, bathroom, back rooms, meter room, trash cans areas. Signed Doh log."
"130942","EPICES BAKERY","104 W 70th St New York 10023","MIRIAM","08/25/2022","09:09:00","NEED TO ASSIGN TECH -"
"116125","NEW PARK PIZZA","15671 Crossbay Blvd Howard Beach 11414","RICHARDS J","08/25/2022","09:09:31","Service: PEST ELIM MAINT Inspected areas, treated common areas and gel cc . Perimeter treatment applied throughout in all areas and spaces. Serviced all areas and rooms . Checked equipment. Signed doh"
"120201","A TO Z GLATT KOSHER","18605 Union Tpke FRESH MEADOWS 11366","MERCIUS J.","08/25/2022","09:09:49","Service: PEST ELIM MAINT General service rodent and roaches treated baseboards bathrooms kitchens counter area cabinets store area storage room exterior garbage area basement lunch room pump room sprinkler room checked bait station ketch all and updated doh log"
"117577","KSK LLC","122 E 32nd St New York 10016","ROSARIO O.","08/25/2022","09:09:52","Service: PEST ELIM MAINT Serviced multiple rodent control LPs throughout the perimeter of the construction site. Refreshed bait as needed. Treated and collapsed multiple burrows with tracking powder at the entrance."
"130062","LA VILLA PRODUCE & DELI CORPORATION","323 Knickerbocker Ave Brooklyn 11237","MELENDEZ J","08/25/2022","09:11:39","Service: PEST ELIM MAINT Checked monitors all good and treated basement and first floor with transport and put some bate under frigerators on first floor"
"130707","PEARL DELI AND GROCERY","349 Rosa Parks Blvd Paterson 07501","WILLIAMS C","08/25/2022","09:15:58","Service: PEST ELIM MAINT Full inspection kitchen bathroom storage room dining room boiler room and all common areas IPM, Duster, Cracks Crevices, First Strike Soft Bait, Equipment Service 2 Kethall installed 6 Glue boards, 1 Fly magnet, Installed 4 Snap Traps Set Traps and Monitors Sign Doh Form"
"127122","GREEN CEDAR MANAGEMENT","14740 Archer Ave Jamaica 11435","CHIN SAU","08/25/2022","09:16:16","Service: PEST ELIM MAINT Spray for flies at the basement compactor and rebait all lps in the building"
"127123","GREEN CEDAR MANAGEMENT","148-10 Archer Ave Jamaica 11435","CHIN SAU","08/25/2022","09:16:25","Service: PEST ELIM MAINT Escorted with the super and treated for roaches who’s requested for service"
"125391","FAT CHOY","250 BROOME ST NEW YORK 10002","LORA R.","08/25/2022","09:22:40","Service: PEST ELIM MAINT Service Spot Treatment baseboard, Dinning Area, Kitchen, Bathroom, prep area, dishwasher area, basement.  Replace all Liberty gule boards   No current activity Found   Performed IPM, RnR"
"125056","BHT MANAGEMENT LLC","225 Bowery New York 10002","MIGLIORE R","08/25/2022","09:23:20","Service: PEST ELIM MAINT Service performed for roach and rodent sprayed transport and nyguard in entire basement area Kitchen storage laundry etc. Sprayed 1st floor lobby and restaurant area , bar area , back offices.  Placed gel behind bar and in coffee station area. Checked all katch calla tinkets  Fly activity in kitchen.  Told Greg to schedule fly service.  No rooms were serviced as per front desk  Ipm r&r"
"129047","Bar Bete","263 Smith St Brooklyn 11231","GAMBLE","08/25/2022","09:24:11","Cannot get in key does not open door see photo"
"125237","CAFE LUNA","3679 U S  9 Old Bridge 08857","FORD J.","08/25/2022","09:26:37","Service: PEST ELIM MAINT Inspected and treated the kitchens, bathrooms, dining rooms,bar,coffee station,storage area and common areas. Sprayed BandG transport and nyguard plus gel bait in cracks and crevices. Changed bait and glue boards. Checked all bait stations. Changed all fly light boards. Used CB80 to knock the flies. No droppings found. Signed the doh form."
"131533","CARROT EXPRESS FLATIRON","18 W 23rd St New York 10010","MERCEDES J","08/25/2022","09:33:53","Service: PEST ELIM MAINT Treated common areas and checked monitors around perimeter all clean"
"130737","PRECISION PROPERTY MANAGEMENT","1000 Clove Rd Staten Island 10301","KRASHI A.","08/25/2022","09:34:28","Service: PEST ELIM MAINT General Service in all apartments on sign list and common areas as a pictured, sprayed all the perimeter, placed soft bait under stove and refrigerator, replaced glue boards, placed gel in cracks and crevices, refilled lp,s during the treatment I didn’t see any infestation ."
"133721","RESIDENCE","2070 W 9th St Brooklyn 11223","R. CARRION","08/25/2022","09:36:00","service refused"
"118430","HILLS KITCHEN","252 KNICKERBOCKER AVE BROOKLYN 11237","MELENDEZ J","08/25/2022","09:38:18","Service: PEST ELIM MAINT Checked monitors  found 1 dead small rat and reset monitors and treated basement and first floor with transport and gelled frigerator doors and kitchen appliances.Also replaced dirty glue boards in basement."
"122224","GRAMERCY ALE HOUSE","272 3RD AVE NEW YORK 10010","PEREZ RICH","08/25/2022","09:39:31","Service: PEST ELIM MAINT Serviced all traps and devices in basement storage areas. Gelled around sinks and counters in kitchen area. Replaced all glue boards on both floors for monitoring purposes as needed. Perimeter spot treatment on all baseboards on main floor kitchen/dining/bathroom/bar areas and basement storage/boiler room areas for flies and roaches. Updated doh log as depicted in photos enclosed."
"124880","Popeyes","101 Delancey St New York 10002","LORA R.","08/25/2022","09:39:46","Service: PEST ELIM MAINT Service Spot Treatment Waiting Area, Dinning Area, Kitchen Area, Prep Area, Bathroom, Storage Area, Basement Area, Locker Room, Garbage Area   Checked all traps no current activity Found   Place a couple of glue boards down   Performed IPM, RnR"
"121062","Residential","1537 Bay Ridge Pkwy Brooklyn 11219","LUPOI F.","08/25/2022","09:40:57","As per Greg serviced exterior"
"113249","BRADO","155 ATLANTIC AVE BROOKLYN 11201","GAMBLE","08/25/2022","09:41:25","Service: PEST ELIM MAINT General service. Treated perimeter of basement crack and crevice treatment change fly sticker treated underneath freezers prep station dish Machine changing area office dry room underneath steps prep station dry food shelves.Changed fly aboard treated bathroom and all common areas in basement. Treated main floor establishment. Kitchen dining area in front of and behind serving bar Sides of steps leading to and from basement. Treated outside dining area. Sign DOH."
"115349","MAISON PREMIERE","298 Bedford Ave BROOKLYN 11211","GHEIDA J.","08/25/2022","09:41:46","Service: PEST ELIM MAINT General roach and rodent service sprayed perimeter drains bathrooms kitchen and prep areas bar area basement perimeter checked all equipment rebaited six lps in backyard they were all empty."
"115379","AURORA","70 GRAND ST BROOKLYN 11249","WHITENER H","08/25/2022","09:42:02","Service: PEST ELIM MAINT Inspected basement prep kitchen and dishwashing and storage areas and locker and rear garbage disposal areas.  Inspected 1st floor kitchen and dining and bathrooms and behind front bar.  Inspected upstairs 2nd floor prep kitchen and wine storage room and utility room.  Checked all existing equipment interior and exterior and no issues to note at this time.  Spot treatments applied on 2nd floor I’ll see sink and around all pipelines and treatments applied to floors for crawling and stored product pest preventative treatments.  Roach gel applied behind sink and inside seams of aluminum storage counters.  Hot spot applied to all drains upstairs 2nd floor.  Treated all bathrooms along baseboards and walls,behind sink and toilet.  Treated basement garbage area on walls by fan spraying walls and pipelines.  No other issues noted at this time.  IPM, GRNR. H.W.  Signed and updated doh log."
"129275","5TH STREET LLC","523 5th St Brooklyn 11215","COWARD A.","08/25/2022","09:43:23","Service: ROACHES Treatment of German cockroaches was performed in kitchen area  I applied cockroach gel in all cracks and crevices I also fan sprayed baseboards throughout the kitchen and left glue board monitors"
"111622","LPBC DAY CARE","7524 14TH AVE BROOKLYN 11228","LUPOI F.","08/25/2022","09:44:07","Service: PEST ELIM MAINT Treated entire day care checked monitor replaced glue boards signed doh sheet did not receive payment of 55 dollars"
"133518","RUSIIAN BATHS OF NY, INC","1075 Sheepshead Bay Rd Brooklyn 11229","BAEZ MALIK","08/25/2022","09:44:18","Service: NEW ACCT FOLLOW Treated all common areas   Removed 8 mice from ketchalls in kitchen bunch of voids threwout establishment perimeter   Reset all ketchall   Perimeter spray   Spot treatment   REPLACED GLUE BOARDS   TREATED APPROPRIATE AREAS FOR AMERICAN ROACHES WITH NIBAND  IPM"
"120392","La Casa De Frida","307 E 204th St Bronx 10467","ROD. MARIO","08/25/2022","09:45:11","Service: PEST ELIM MAINT Service all common areas entrance, dining, lounge area, kitchen, bathroom, prep area, dishwasher area, boiler room area, storage area, coffee station area. Dusted zp tracking powder in back yard areas, garbage disposal area, basement areas, upstairs office area. Delta dust in basement areas, back yard area’s. Cb-80 for flys in basement areas. Niban for roaches in kitchen area, dishwasher area, basement area, boiler area. Garbage disposal area. Advion gel for roaches, kitchen, dishwasher area, prep area, sinks area, basement dishwasher area, basement prep area. Replace all liberty glue boreds in kitchen areas, storage area, offices area, boiler room area’s, downstairs dishwasher area, basement area. Spot treatment transport in baseboard entrance, dining, lounge area, kitchen, bathroom’s, prep area, dishwasher area, boiler room area, storage area, coffee station area, behind counter, bar area, offices area, backyard area. Garbage disposal area, basement dishwasher area, basement prep area. updated (DOH) LOG SHEET, (SERVICE TICKET) IPM, RNR."
"124808","135 AVENUE P LLC","135 Avenue P Brooklyn 11204","PRICE J.","08/25/2022","09:46:11","Service: GENERAL SERVICE Treated basement for mice and roaches inspect all common areas check rodent control device lps bait stations all empty fill all bait stations and rtus lots of American roaches on glue boards fan spray baseboard throughout basement delta dust cracks and crevices gel cracks and crevices pt-cy-kick spit treatment throughout niban glue boards monitor device lots of entry points throughout open basement apt c4 wasn’t not home knock on door call left message"
"114219","SABET","338 W 17th St New York 10011","HUNTLEY E.","08/25/2022","09:46:33","No answer  called tenant no answer Rang door bell no answer Took picture"
"113349","WOW CAFE GRILL","12 BRIGHTON 11TH ST BROOKLYN 11235","DELBIANCO","08/25/2022","09:49:07","Service: PEST ELIM MAINT Treated common areas.. checked monitors around perimeter..one mouse found and disposed of, droppings noted in office-installed one Rtu/dusted voids"
"132844","El Nejmah Sweets","127 Crooks Ave Paterson 07503","WILLIAMS C","08/25/2022","09:49:32","Service: PEST ELIM MAINT Inspected and inspected the kitchen storage room bathroom and all common areas IPM, Duster, Cracks and Crevices, Roach Bait, Equipment 2 Kethall 4 RTUS, Rodent Removal 5 Baby Mice, Installed 5 Glue boards sign doh form"
"114078","BARRY'S BOOT CAMP","107 E 27th St New York 10016","ROSARIO O.","08/25/2022","09:53:27","Service: PEST ELIM MAINT Spray treated throughout the perimeter of all designated areas. Serviced all rodent control monitoring equipment throughout areas. No rodent activity sighted. Performed a bio foam treatment inside all floor drains to prevent pest activity. Establishment is clean no rodent or pest activity to report at this time."
"123994","Subway","852 10th Ave New York 10019","MIRIAM","08/25/2022","10:00:00","SPOKE TO OWNER CONFIRMED FOR NEXT TUESDAY - THID WAS A CONFIRMED SERVICE AND THEY STILL REFUSED ! TRYING AGAIN TUESDAY- ...."
"131533","CARROT EXPRESS FLATIRON","18 W 23rd St New York 10010","MERCEDES J","08/25/2022","10:00:02","Cashier couldn't find the liberty log sheet"
"122224","GRAMERCY ALE HOUSE","272 3RD AVE NEW YORK 10010","PEREZ RICH","08/25/2022","10:00:40","Found 5 mice (dead) in 3 different ketchalls in basement areas."
"131695","Steamania","1005 Surf Ave Brooklyn 11224","RIVERA M.","08/25/2022","10:01:05","Service: PEST ELIM MAINT Fly treatment complete.  Treated all drains in the establishment.  Placed prozaps.  Nuvan strips  Fly stickers.  Bio drains.  Updated doh log and took a picture of it."
"124065","FINE & RAW","70 Scott Ave Brooklyn 11237","MELENDEZ J","08/25/2022","10:03:20","Service: PEST ELIM MAINT Checked monitors all good  and treated perimeter with transport and rebated 1 lp."
"128650","Marin Management","208 W 140th St New York 10030","CAPPA T.","08/25/2022","10:04:39","Service: PEST ELIM MAINT Tenant knock on and common grounds"
"114219","SABET","338 W 17th St New York 10011","MIRIAM","08/25/2022","10:06:00","TOLD TECH TO MOVE ON I CALLED MAIN OFFICE NO ANSWER- CALLED TENANT 4 TIMES-"
"116173","FRATELLI'S PIZZA","40-36 162nd St Flushing 11358","MERCIUS J.","08/25/2022","10:07:23","Service: PEST ELIM MAINT General service rodent and roaches treated baseboards bathrooms kitchen area dining area basement storage area pantry room updated doh log boiler room"
"130560","FILLY LUV","227 Malcolm X Blvd Brooklyn 11221","GREG","08/25/2022","10:08:00","new price to save account is 75 plus tax"
"126929","Best Caribbean","9102 Rockaway Beach Blvd Rockaway Beach 11693","RICHARDS J","08/25/2022","10:08:32","Service: PEST ELIM MAINT Inspected areas, rodent activity seen in traps . Checked and cleaned out equipment . Heavy house fly activity seen. Flushed out existing pest with aerosol and knock down. Hp of monitary devices placed. Perimeter treatment applied throughout in all areas and spaces. Signed doh"
"131199","Joe's Pizza","1938 Washington Valley Rd Martinsville 08836","ELOUALI H.","08/25/2022","10:10:08","Missed the time window for this stop. Too many stops are scheduled around the same time."
"121373","THE FREAKIN RICAN","4306 34TH AVE LONG ISLAND CITY 11101","FERNANDEZ","08/25/2022","10:12:05","Service: PEST ELIM MAINT Sprayed kitchen and dining area prep area checked ketch alls placed glue boards signed doh"
"111972","MIDBORO MANAGEMENT","105 NORFOLK ST NEW YORK 10002","LORA R.","08/25/2022","10:12:08","Service: PEST ELIM MAINT Service Spot Treatment 11th floor through basement area all the garbage shoot, an elevator room, telephone room, garbage area, fire booster pump, electrical room,  Treaty all the Drains  Changed all the Old Glue Boards place new ones down   I’ve checked all the LPs Outside Deck 5th floor, and 2nd floor deck no current activity Found   Performed IPM, RnR"
"130733","Omakase","208 3rd Ave New York 10003","PEREZ RICH","08/25/2022","10:12:48","Service: PEST ELIM MAINT Serviced all traps and devices in main floor kitchen area and basement storage areas. Gelled around sinks and counters in kitchen area. Replaced all glue boards on both floors for monitoring purposes as needed. Perimeter spot treatment on all baseboards on main floor kitchen/dining/bathroom/bar areas and basement storage areas for flies and roaches. Updated doh log as depicted in photos enclosed."
"133346","Residence","283 Jefferson Ave Brooklyn 11216","GALIONE J.","08/25/2022","10:15:25","I spoke to Bridget she said that canceled for this week to reschedule for next week she's away on vacation"
"133541","Ugly Donuts and Corn Dogs","398 Knickerbocker Ave Brooklyn 11237","TIFFANY","08/25/2022","10:16:00","NUZZO ASKED ME TO CALL THE CARD IS STILL WORKING WAS ON THE PHONE WITH CUSTOMER WHILE RUNNING THE CARD AS NICOLE STATED THE ACCOUNT IS CLOSED."
"132854","The Commissioner","247 5th Ave Brooklyn 11215","COWARD A.","08/25/2022","10:17:23","Service: PEST ELIM MAINT What I saw was 1 mouse in ketchalls at bar area 4 mice in kitchen ketchalls  I removed all mice  form ketchalls I fan sprayed baseboards throughout the site also treated drains as well reset all ketchalls and signed doh log sheet"
"124553","CZEN","4410 Avenue H Brooklyn 11234","SILVESTRO","08/25/2022","10:19:29","Service: PEST ELIM MAINT Common areas treated sprayed b&G tank and also checked katchells no activity was found at this time"
"120673","MAMMA ROSAS","1007 ALLERTON AVE BRONX 10469","CAROLINE","08/25/2022","10:20:00","INFORMED MALIKE WHATS IN THE SERVICE ORDERS NOTES"
"112697","BUSHWICK GRIND COFFEE HOUSE","63 WHIPPLE ST BROOKLYN 11206","GHEIDA J.","08/25/2022","10:20:13","Service: PEST ELIM MAINT General roach and rodent service sprayed perimeter drains bathrooms kitchen and prep areas basement perimeter changed fly paper in fly light all good"
"130462","Bettola Nyc","412 Amsterdam Ave New York 10024","MIRIAM","08/25/2022","10:21:00","GAVE TO GREG"
"128486","CLAVEL RESTAURANT","1001 BRIGHTON BEACH AVE BROOKLYN 11235","DELBIANCO","08/25/2022","10:21:25","Service: PEST ELIM MAINT Treated common areas.. checked monitors around perimeter..flys n mice droppings noted in basement-set traps/dusted voids..flys also noted in kitchen..sanitary issue noted on floor throughout basement"
"116464","CASA LA FEMMA","140 CHARLES ST NEW YORK 10014","KRASHI Z.","08/25/2022","10:23:12","Service: PEST ELIM MAINT Inspected all traps ketchalls and tincats and they were clean also inspected all outside monitoring . Sprayed behind stoves in kitchen areas and in dishwasher area. Spot treatment in kitchen areas, bathrooms, back room, storage areas, dining rooms, office area and all drains. Dusted all the outside dining area voids . Dusted voids from inside as well"
"124808","135 AVENUE P LLC","135 Avenue P Brooklyn 11204","PRICE J.","08/25/2022","10:24:51","Call customer left message spoke to miriam"
"124808","135 AVENUE P LLC","135 Avenue P Brooklyn 11204","MIRIAM","08/25/2022","10:25:00","CALLED MAIN OFFICE AND TENANT NO ANSWER- TOLD TECH TO MOVE ON"
"107216","KIXBY HOTEL","45 WEST 35TH ST NEW YORK 10001","ROSARIO O.","08/25/2022","10:25:47","Service: PEST ELIM MAINT Conducted a visual inspection of all designated areas. Serviced all rodent control monitoring equipment throughout areas. No rodent activity sighted at this time. Refreshed glue traps and bait as needed. Performed a preventative spray treatment throughout the basement, boiler room, kitchen, bars, electrical room, storage room, locker rooms, bathrooms, laundry room, sprinkler room and common areas. Applied gel bait and granular bait throughout the basement and sub cellar to control roaches."
"129712","","149 Mulberry St New York 10013","REPS S.","08/25/2022","10:27:57","Service: RATS Rebaited bait stations in backyard dining area."
